IDENTIFIKATOR_KLIJENTA,period,dob,tenure_years,n_products,has_kredit,prima_placu,avg_txn_per_month,avg_txn_amount,txn_trend,avg_balance,balance_trend,has_contact,n_contacts,churned
9ZJAYC1X7U3V,P1,11,9.612594113620808,1,0,0,,,,199.93,0.03166666666666913,0,,0
EXQOYF0UCA54,P1,82,29.010266940451746,2,0,1,2.75,340.32363636363635,0.047619047619047616,5725.767058823529,121.94608333333335,1,1.0,0
W3THVU2RSJTY,P1,78,1.623545516769336,1,0,0,,,,,,0,,0
ZBM4UR90MDC3,P1,67,3.887748117727584,2,0,0,,,,,,0,,0
496GLN4YPCOY,P1,17,8.10403832991102,3,0,1,1.875,63.446000000000005,0.05855855855855856,4310.158095238095,143.28699999999995,0,,0
SIB7OOAZ7Y6K,P1,75,16.78576317590691,1,0,0,,,,,,0,,0
JA6XKY3GP6ZH,P1,52,0.8186173853524983,1,0,0,1.5,146.66666666666666,1.0,,,0,,0
1TSUV07R89II,P1,60,25.371663244353183,12,0,1,35.77777777777778,187.95071428571427,0.05,5589.689969040248,1311.9689166666665,0,,0
A32P339CU3IB,P1,70,11.189596167008897,2,0,0,,,,,,0,,0
R95BQDYB8SEO,P1,50,5.9137577002053385,1,0,0,,,,,,0,,0
42W7VQ89H1YG,P1,42,9.579739904175222,2,0,0,30.666666666666668,88.21561594202899,0.1666666666666665,671.8935960591133,-13.750333333333337,0,,0
CQLPJWW0RM5J,P1,89,17.806981519507186,2,0,1,4.111111111111111,188.27486486486487,0.11666666666666667,5116.943304347826,113.61391666666671,0,,0
AUCPXO8G5G2S,P1,76,18.924024640657084,1,0,0,,,,,,0,,0
JWLQSWXKO86I,P1,86,26.48596851471595,4,0,1,4.333333333333333,270.3635897435897,0.016666666666666666,1377.2824657534245,17.31750000000001,0,,0
H23JIUXUMHPO,P1,51,1.7987679671457906,1,0,0,,,,,,0,,0
X25JRLCH20GO,P1,43,14.836413415468858,2,0,0,35.111111111111114,37.02857594936709,1.7333333333333334,,,0,,0
6BB4TGFI8ZCR,P1,55,18.924024640657084,1,0,0,,,,,,0,,0
NR8YO2TVRMK0,P1,66,18.663928815879533,2,0,0,1.7777777777777777,16.79,-0.13333333333333333,423.831,26.96891666666666,0,,0
MQMINQVFSABC,P1,46,1.7494866529774127,1,0,0,,,,,,0,,0
CBZO6L1H157I,P1,80,17.30321697467488,2,0,1,2.4444444444444446,378.57045454545454,0.21666666666666667,6824.76625,-552.4818333333334,0,,0
32GOEZC90IM5,P1,11,9.316906228610542,1,0,0,1.0,1327.22,0.0,3098.650769230769,-308.8324999999999,0,,0
HR8W63T9ZLJB,P1,66,30.483230663928815,1,0,0,2.142857142857143,366.6666666666667,-0.14285714285714282,,,0,,0
61NG3SQB2QZ1,P1,62,17.49760438056126,2,0,0,7.444444444444445,233.78194029850746,-0.14999999999999997,404.12530303030303,-41.33616666666667,0,,0
6LVW5JHSX29O,P1,52,28.914442162902123,7,1,1,31.0,62.997240143369176,2.2,-125.54065502183407,19.978833333333334,0,,0
7PGYN2HJDLYZ,P1,27,9.163586584531142,1,0,0,,,,1.08,0.0,0,,0
0YD8TWU98REN,P1,34,1.0896646132785763,1,0,0,,,,,,0,,0
OLTEYMOKCTTD,P1,77,19.65776865160849,2,0,1,4.222222222222222,142.66500000000002,-0.03333333333333333,556.4228571428571,-106.88816666666668,0,,0
1PLCUNM6S4BN,P1,57,14.30800821355236,3,0,0,1.0,8.0,0.0,1549.953,-97.83600000000001,0,,0
OYI4MBKA82UK,P1,74,9.56331279945243,3,0,1,2.125,188.95764705882354,0.03258145363408521,406.2732258064516,-14.649833333333333,0,,0
APVOG8BI67XN,P1,68,15.97262149212868,2,0,0,2.0,3152.8,0.0,2905.694782608696,13.182500000000042,0,,0
OYCMCS717Q4P,P1,53,7.687885010266941,1,0,0,,,,,,0,,0
0716I97QA2J6,P1,61,17.53593429158111,3,0,0,1.25,464.0,0.14285714285714285,,,0,,0
V84P3AKGBIFH,P1,50,6.95687885010267,5,0,0,3.0,33741.18444444445,0.8571428571428572,23127.727692307693,-416.6659166666667,0,,0
QDREUENZ7KHJ,P1,66,18.924024640657084,1,0,0,,,,,,0,,0
IXR0HMWWHDS4,P1,33,7.318275154004107,1,0,0,2.3333333333333335,193.7347619047619,0.16666666666666663,,,0,,0
CVVA3FPBFHAA,P1,49,26.847364818617386,10,0,1,49.77777777777778,66.68589285714286,-1.7833333333333334,-25.083636363636366,4.2589999999999995,1,3.0,0
PDBBAWSFAVUI,P1,76,18.924024640657084,1,0,0,,,,,,1,1.0,0
IEOBNI79X5MK,P1,66,7.052703627652293,2,0,0,2.8333333333333335,464.70588235294116,0.3779904306220096,,,1,1.0,0
51C5ACKXUA4P,P1,86,18.924024640657084,1,0,0,,,,,,0,,0
EDJWG6TTDEFN,P1,43,18.924024640657084,1,0,0,,,,,,0,,0
VBPBHOOYICMK,P1,51,1.486652977412731,1,0,0,,,,,,0,,0
LM375BHP2AEX,P1,25,3.586584531143053,1,0,0,,,,,,0,,0
TFVDF2OJN9ZC,P1,54,1.9630390143737166,1,0,0,1.625,318.46153846153845,-0.04954954954954955,,,0,,0
98E2KHS5MH0A,P1,72,28.591375770020534,3,0,1,24.22222222222222,64.82935779816513,-1.1,2252.4867283950616,-1.6756666666666509,0,,0
MXI6IWW30KRW,P1,86,25.426420260095824,3,0,1,2.2222222222222223,298.0695,0.016666666666666666,254.65500000000003,3.938833333333334,0,,0
BXNE64S0KHZY,P1,65,18.924024640657084,1,0,0,5.333333333333333,68.78229166666667,-0.9,,,0,,0
114GG3ULDWUL,P1,73,25.921971252566735,2,0,0,2.0,44.410625,0.18045112781954886,1472.2672463768117,-20.242416666666657,0,,0
1C4ND21NO246,P1,48,7.342915811088296,1,0,0,,,,,,0,,0
VZYTM4N0CVGR,P1,48,8.082135523613964,1,0,0,3.5555555555555554,128.740625,0.1,,,0,,0
PLFET3M6F6QH,P1,56,25.56331279945243,1,0,0,,,,244.292,0.004750000000000417,0,,0
RXVOVTC6CGCW,P1,75,0.9034907597535934,1,0,0,,,,,,0,,0
CJE2TXVZHBN0,P1,77,26.746064339493497,2,0,0,5.0,259.5597777777778,0.03333333333333333,1038.3559701492538,-134.30916666666664,0,,0
PA4732K1M7CA,P1,51,13.396303901437372,4,0,0,,,,7.150000000000001,0.0,0,,0
NX32SDT0KJD5,P1,83,25.530458590006845,7,0,1,3.4444444444444446,394.6274193548387,-0.2,7648.142089552239,-1427.766,0,,0
EC2S1103QBFB,P1,63,18.924024640657084,1,0,0,,,,,,0,,0
CVHCJWXJKLEG,P1,65,5.152635181382615,1,0,0,,,,,,0,,0
YR80FZNQSI6J,P1,50,5.7878165639972625,1,0,0,3.0,223.33333333333334,0.06666666666666667,,,0,,0
I0747IPJI3EF,P1,29,9.426420260095824,7,0,1,112.22222222222223,33.96644554455445,-5.383333333333334,729.466254180602,58.29866666666667,0,,0
L5EPZBC9BJS7,P1,47,18.924024640657084,1,0,0,,,,,,1,1.0,0
7UYV0R3USB4P,P1,53,15.063655030800822,1,0,0,1.8333333333333333,267.27272727272725,-0.02857142857142857,,,0,,0
HM5HP3APJAEC,P1,39,9.618069815195073,4,0,0,19.0,340.90923976608184,0.85,279.02983050847456,-1.6495833333333327,0,,0
GEOXMLMJK734,P1,83,26.751540041067763,3,0,0,1.375,0.7518181818181818,-0.12280701754385964,206.76351351351352,-1.9754166666666668,0,,0
SQWQ3STYZ4YA,P1,59,9.130732375085557,3,0,0,3.5,16797.41214285714,-0.2857142857142857,16494.904000000002,1354.6039166666665,0,,0
1E2F1WADQBLY,P1,80,16.465434633812457,1,0,0,1.5,183.33333333333334,0.5,,,0,,0
X16OHK7BGVRQ,P1,49,18.72416153319644,2,0,0,1.0,275.0,0.0,,,0,,0
M0YJRSZT399Y,P1,72,12.840520191649555,7,1,1,7.555555555555555,249.35632352941175,0.09999999999999994,-113.32602040816326,-2.025583333333333,0,,0
QUOKV258ZSNX,P1,67,9.067761806981519,1,0,0,,,,,,0,,0
3AQRZ4433S2Q,P1,52,20.06297056810404,1,0,0,,,,1.36,0.0,0,,0
UCM6J6XJHPZB,P1,64,2.0314852840520192,4,0,0,5.375,3079.150465116279,0.15476190476190477,15520.394411764706,-947.1290833333333,0,,0
AQP5HE4Y1AWV,P1,64,24.369609856262834,2,0,1,4.111111111111111,153.91378378378377,0.31666666666666665,3691.960408163265,47.16658333333332,0,,0
4JXO2SVPMGZM,P1,75,10.5927446954141,4,0,0,2.6666666666666665,12693.595,0.467741935483871,9398.659428571429,245.9626666666667,0,,0
AR66VTXNZLT9,P1,70,18.924024640657084,1,0,0,,,,,,0,,0
4HLRCRH3DIP2,P1,61,11.052703627652292,1,0,0,,,,,,0,,0
BPRBHL28TRKT,P1,8,7.186858316221766,1,0,0,1.0,250.085,0.0,260.6041666666667,0.1915833333333334,0,,0
IXX0B85SFW6X,P1,67,18.924024640657084,1,0,0,1.0,300.0,0.0,,,0,,0
10G6H94SZVOJ,P1,73,26.327173169062284,6,0,1,20.11111111111111,100.26104972375691,0.26666666666666666,37977.69391752577,-44.78575000000031,1,2.0,0
I1QWFVY13N86,P1,46,18.924024640657084,2,0,0,,,,,,0,,0
ZQUVLQMLB0SP,P1,88,29.141683778234086,2,0,1,1.5,340.22666666666663,0.09523809523809523,207.7526315789474,10.157250000000001,0,,0
AHJRV6ATK3PN,P1,66,18.924024640657084,1,0,0,12.222222222222221,34.180454545454545,-0.1,,,0,,0
OUASMC87OZRQ,P1,62,1.4893908281998631,1,0,0,1.3333333333333333,20.0,0.0,,,0,,0
BHD9NCHBMLQG,P1,49,16.32580424366872,4,0,0,8.666666666666666,116.91846153846153,-0.25,182.01329411764704,-35.198499999999996,0,,0
0A6QXUB3RTX6,P1,86,29.01574264202601,4,0,1,9.333333333333334,26.195,0.36666666666666664,11491.51,232.4623333333334,0,,0
IGR2593HJKHV,P1,54,18.924024640657084,1,0,0,7.222222222222222,112.42646153846154,0.6833333333333333,,,0,,0
1HXAO4TCMIPA,P1,59,0.9883641341546886,1,0,0,3.0,300.0,0.0,,,0,,0
87YUPNV4K28M,P1,46,4.402464065708419,1,0,0,,,,,,0,,0
DQRYTHO0TT6D,P1,21,18.62012320328542,3,0,0,1.0,0.8866666666666667,0.0,199.9436842105263,-1.0654999999999977,0,,0
NFKKJ43RM0HL,P1,66,18.924024640657084,1,0,0,,,,,,0,,0
1ZPBEOJQVM7X,P1,72,17.229295003422312,4,0,1,7.777777777777778,114.556,0.23333333333333334,274.01,32.92816666666667,0,,0
PG43RH7KO2H5,P1,62,17.913757700205338,3,0,0,1.7142857142857142,5.335833333333333,-0.002994011976047902,3.9916129032258065,4.597916666666666,0,,0
99OL947UQ8NS,P1,72,16.34223134839151,1,0,0,16.11111111111111,27.2328275862069,-1.9666666666666663,,,0,,0
K0GO1IFANKDR,P1,36,2.028747433264887,3,0,0,2.0,282.5,-2.0,,,1,2.0,0
YZZ4X3SZ9WUE,P1,24,16.646132785763175,6,0,1,30.666666666666668,74.19170289855073,-0.11666666666666678,999.021553030303,243.48499999999999,0,,0
M9X5574OPTMN,P1,63,7.57015742642026,1,0,0,,,,,,0,,0
RTQ6KDEQBNHT,P1,64,6.102669404517454,1,0,0,,,,,,0,,0
36XQBNWU6PD3,P1,56,1.0102669404517455,1,0,0,2.0,56.9975,0.0,,,0,,0
OWT5XRU6GYPC,P1,64,16.45448323066393,1,0,0,5.0,192169.256,0.0,117736.43192307692,19000.81466666667,0,,0
4GGYSQDVS5FE,P1,78,17.097878165639973,1,0,0,,,,,,0,,0
8PWDQBG5UBAZ,P1,73,25.519507186858316,2,0,1,2.875,237.9608695652174,0.2261904761904762,8373.176,-269.08658333333324,0,,0
EK2A5VAI89IA,P1,43,13.27583846680356,1,0,0,24.666666666666668,10.556756756756757,-2.566666666666667,,,0,,0
EP7KPXFQGVDN,P1,70,9.618069815195073,1,0,0,,,,1.71,0.0,0,,0
MOH7U9HEBS1D,P1,65,18.924024640657084,1,0,0,1.6666666666666667,177.924,-0.07142857142857145,,,0,,0
36XD4S3KIXZL,P1,45,9.158110882956878,8,1,0,106.33333333333333,75.70887147335424,1.9,-6436.105693950178,187.60033333333334,0,,0
JP8YAQ3ZGK2Z,P1,67,18.924024640657084,1,0,0,2.0,60.0,0.0,,,0,,0
I8A5UH9D6E9Q,P1,61,14.863791923340179,1,0,0,21.666666666666668,27.735846153846154,0.11666666666666643,,,0,,0
QK910L2DL3DM,P1,39,7.219712525667351,1,0,0,,,,,,0,,0
9YJ0B5CD2ZUA,P1,72,6.102669404517454,1,0,0,,,,,,0,,0
8K8FPHLVV9NL,P1,65,1.434633812457221,1,0,0,2.5,6156.281999999999,-1.0,4224.561578947369,-916.5966666666666,0,,0
L09OG7FL56SF,P1,68,25.998631074606433,7,0,1,17.555555555555557,57.06443037974684,-0.5333333333333333,1192.90172,108.43941666666667,1,1.0,0
YMEMWJ3A4D8Z,P1,58,5.727583846680356,1,0,0,16.11111111111111,25.005379310344825,0.8999999999999999,,,0,,0
4XIWWQXLXJ42,P1,85,26.90485968514716,2,0,1,9.333333333333334,85.53654761904761,-0.03333333333333333,3810.351011235955,154.00833333333338,0,,0
QM24YB1PIRFK,P1,58,9.650924024640657,2,0,0,3.4285714285714284,13.217916666666667,0.2645631067961165,11.828974358974358,-1.3558333333333332,0,,0
O6N7I138M6IY,P1,91,13.426420260095824,3,0,0,2.5555555555555554,197.4408695652174,-0.08333333333333333,60.21675675675676,-3.596333333333333,0,,0
3O0K84HU2SUG,P1,75,9.56331279945243,2,0,1,2.6666666666666665,1342.25,0.08333333333333333,19958.911142857145,-2175.18,0,,0
HCMWTUY6367I,P1,75,25.319644079397673,2,0,0,1.6666666666666667,16.166666666666668,0.016666666666666666,115.5262962962963,26.875333333333334,0,,0
LVEI9GZE3CIK,P1,59,8.733744010951403,2,0,0,,,,,,0,,0
60USQR5XRMC0,P1,73,11.852156057494867,10,1,1,26.22222222222222,44.9039406779661,-1.45,-1142.0087755102043,-10.616333333333337,0,,0
S6MOVKDBGQ54,P1,55,18.924024640657084,1,0,0,,,,,,0,,0
2UG9VSRFD1TL,P1,59,28.136892539356605,1,0,0,,,,,,0,,0
4AL4FFLJFWSU,P1,54,24.813141683778234,6,0,1,57.0,209.53317738791424,-2.1166666666666667,5559.205111940299,-161.7704166666667,0,,0
5BEDRZGTMWXG,P1,41,1.8726899383983573,1,0,0,,,,,,0,,0
LGR1LMG1CW3S,P1,84,19.17864476386037,1,0,0,1.0,2394.9900000000002,0.0,4983.227000000001,614.1654166666667,0,,0
6YHMQ0S2VMBX,P1,65,14.8145106091718,1,0,0,2.0,194.906875,0.10191082802547771,,,0,,0
ZUYH6HSTQ9SU,P1,53,7.129363449691992,1,0,0,5.333333333333333,82.84020833333334,-0.8166666666666667,,,0,,0
4G4JDCVXQ5JQ,P1,50,23.72621492128679,1,0,0,,,,,,1,1.0,0
NFKFQUOWN4MA,P1,46,20.38877481177276,1,0,0,3.111111111111111,295.1821428571429,0.10000000000000002,,,0,,0
V9MXYIO1OS2V,P1,28,0.7665982203969883,4,0,0,27.5,160.57422727272728,-8.238095238095237,765.4997037037037,-56.46684523809524,1,1.0,0
YNU5W19EXQFX,P1,93,19.1813826146475,1,0,0,,,,1.38,0.0,0,,0
XQJ4DV45K43W,P1,77,10.559890485968515,1,0,0,,,,0.14,0.0,0,,0
OMIWQM0OVOUL,P1,23,4.542094455852156,1,0,0,44.22222222222222,21.794773869346734,2.8333333333333335,,,0,,0
YP9Z8IO6GZGH,P1,52,18.924024640657084,1,0,0,5.888888888888889,30.317169811320753,-0.4666666666666666,,,0,,0
MBRM4IJMH6JK,P1,40,3.912388774811773,2,0,0,2.75,163.6518181818182,-0.2857142857142857,,,0,,0
G93L13VS7B01,P1,46,4.8815879534565365,1,1,0,1.0,1046.7066666666667,0.0,-149453.25444444444,1047.0073333333362,0,,0
699ESGXYKVCY,P1,42,8.27378507871321,1,0,0,,,,,,0,,0
8K64UC3H3GDS,P1,30,1.8206707734428473,3,0,0,1.7142857142857142,1.1541666666666666,0.06557377049180328,-43.99916666666667,-3.4626666666666663,0,,0
XMRJQ4Y7QU0C,P1,52,18.924024640657084,1,0,0,3.0,127.84133333333332,0.23972602739726032,,,0,,0
J9JD1A543MWQ,P1,51,8.969199178644764,1,0,0,9.166666666666666,120.26672727272728,1.1142857142857143,,,0,,0
KZUV0AOZ3TT4,P1,83,25.4072553045859,1,0,0,18.11111111111111,26.784049079754602,-0.19999999999999993,,,1,1.0,0
NP7DZDFO8DXA,P1,65,26.77344284736482,3,0,1,4.444444444444445,160.094,0.06666666666666667,425.84780487804875,26.617583333333332,0,,0
BLOXZIFS3FZC,P1,64,18.924024640657084,1,0,0,,,,,,0,,0
UFFL7JINTVBR,P1,53,13.949349760438055,1,0,0,11.333333333333334,56.44529411764706,0.31666666666666665,,,0,,0
JCFF9TL2F8W7,P1,70,28.933607118412045,3,0,1,25.0,135.71035555555557,0.18333333333333332,8948.287161290322,-0.9575833333333321,0,,0
LVAJPH2XNIJB,P1,52,24.369609856262834,2,0,0,2.6666666666666665,6572.45375,0.8846153846153846,5845.382142857144,8.795583333333344,0,,0
9KZ0X7CETGFG,P1,18,9.103353867214237,3,0,1,3.0,12.362916666666665,0.6846846846846847,28.93938775510204,-5.9223333333333334,0,,0
WAGAABI5BX47,P1,96,17.300479123887747,5,0,0,4.666666666666667,334.2545238095238,0.1333333333333333,359.97,18.112166666666667,0,,0
BV2SIACYLUP6,P1,39,9.464750171115675,5,0,1,28.22222222222222,148.75685039370077,0.6833333333333333,764.5830769230769,-67.99166666666667,0,,0
65RL0JWP6VFL,P1,76,18.184804928131417,4,0,1,22.22222222222222,154.27110000000002,1.0166666666666666,20390.46322147651,482.5121666666666,1,2.0,0
7O00QBTY1ZUX,P1,71,17.352498288843258,6,0,1,10.666666666666666,77.51958333333333,-0.5333333333333333,1193.4244186046512,-172.63933333333333,0,,0
8VO3R6T9HBA3,P1,44,8.906228610540726,1,0,0,3.111111111111111,93.63785714285714,0.16666666666666666,,,0,,0
M0KLPOL01B2L,P1,29,1.8316221765913758,1,0,0,,,,,,0,,0
VLURVV6IH4PZ,P1,90,29.240246406570844,1,0,0,1.7142857142857142,271.3691666666667,-0.06521739130434782,638.7822,2.853416666666669,0,,0
K8ML36WY36P1,P1,61,23.761806981519506,1,0,0,2.4444444444444446,210.6936363636364,-0.2,,,0,,0
J47WP9S03CZV,P1,63,28.34223134839151,4,0,0,8.5,83.70588235294117,-3.335403726708074,927.572625,-271.6249404761905,1,2.0,0
JSYT1U8VDDP1,P1,58,28.99110198494182,9,1,1,29.88888888888889,101.3446840148699,1.5500000000000003,-1323.607397260274,85.33583333333333,0,,0
Z1VW3OSJKWAF,P1,33,8.320328542094456,8,0,0,65.55555555555556,144.45515254237287,1.5666666666666667,12060.538487394959,5582.193666666667,1,2.0,0
HBE03GM0699V,P1,51,12.068446269678303,1,0,0,2.0,76.265,0.3333333333333333,,,0,,0
QI9TFIG3LLA7,P1,91,25.462012320328544,3,0,1,3.5555555555555554,149.5021875,-0.06666666666666667,206.59934065934067,15.418916666666666,0,,0
ZKNLEUN48PDY,P1,102,26.581793292265573,1,0,0,1.0,0.02,0.0,213.408,0.0031666666666637865,0,,0
DBSJMGDPJ6B6,P1,83,18.84188911704312,2,0,1,2.3333333333333335,140.2242857142857,-0.08333333333333333,195.76615384615386,-8.085666666666667,0,,0
KC6D8ZWWIQ0C,P1,42,12.607802874743326,2,0,0,,,,0.0,0.0,1,1.0,0
P1K78E7R4QZF,P1,57,7.408624229979466,2,0,0,,,,,,0,,0
Q637LFRXP678,P1,34,1.7494866529774127,1,0,0,,,,,,0,,0
W5J3ZG27EXON,P1,51,23.84120465434634,1,0,0,1.5555555555555556,71.21857142857142,-0.08333333333333333,1034.383142857143,-247.23208333333335,0,,0
KM0ZPSXM1RBO,P1,67,28.257357973990416,2,0,1,17.0,31.553464052287584,-1.9833333333333334,371.80181208053693,-28.536833333333334,0,,0
TBYJYCTVDOOP,P1,73,18.924024640657084,1,0,0,6.555555555555555,27.820677966101695,-0.5000000000000001,,,0,,0
4XUREQEJPEUT,P1,60,7.411362080766598,1,0,0,5.222222222222222,62.261702127659575,0.5166666666666667,,,1,1.0,0
NSNUYIZ7EB72,P1,67,16.45448323066393,3,0,1,4.222222222222222,164.61394736842104,-0.016666666666666666,590.1144827586206,113.0753333333333,0,,0
W7IHG2C1ALZG,P1,40,14.472279260780287,1,0,0,16.0,34.38597222222222,0.5333333333333333,,,0,,0
GQBJK4JKGDOV,P1,29,9.505817932922655,8,1,1,68.33333333333333,90.22255284552845,-2.683333333333333,-4329.870877192982,-47.82083333333333,0,,0
MQBLN4FZ386I,P1,71,28.54757015742642,1,0,1,3.7777777777777777,181.68323529411762,0.08333333333333333,5973.545135135136,162.67674999999994,0,,0
NXBT52Z2Y0N2,P1,73,1.8809034907597535,1,0,0,,,,,,0,,0
ZCCCLXCV9009,P1,47,9.522245037645447,1,0,0,,,,1.68,0.0,0,,0
1YKWRP81N6QI,P1,73,18.924024640657084,1,0,0,,,,,,0,,0
WX1QESFV678M,P1,61,25.48665297741273,4,0,1,3.4444444444444446,463.4890322580645,0.3333333333333333,817.8306896551724,22.669083333333333,0,,0
6WWUB1JST7MP,P1,88,26.349075975359344,2,0,0,8.222222222222221,129.98270270270268,-0.25,2756.3885858585854,156.22033333333331,1,3.0,0
9YOKLBI48MDN,P1,33,16.772073921971252,1,0,0,1.0,200.0,0.0,,,0,,0
5TXI6KEBUN5Z,P1,84,9.869952087611225,2,0,1,3.7777777777777777,174.0408823529412,-0.18333333333333332,207.08083333333332,24.806083333333333,0,,0
DYAVFK6COC5O,P1,55,1.7494866529774127,1,0,0,3.0,147.93333333333334,0.0,,,0,,0
FIY1ZHDOHMPG,P1,84,25.464750171115675,2,0,1,9.88888888888889,140.90157303370788,0.5333333333333333,3931.9440336134458,283.95550000000003,0,,0
JXBL41WSIU8U,P1,84,25.492128678986994,4,0,1,2.4444444444444446,137.78727272727272,-0.016666666666666666,158.37471698113208,0.12466666666666508,0,,0
9IN3ZRK7QP66,P1,76,11.08829568788501,2,0,0,2.7777777777777777,270.8316,0.16666666666666666,162.08935483870968,-1.1249166666666677,0,,0
04UB6KF9749O,P1,49,27.444216290212182,5,0,0,96.88888888888889,1632.3538188073394,-1.3666666666666667,51125.357028985505,-8852.686500000002,1,1.0,0
Q2L5BZLFA7GA,P1,53,18.924024640657084,1,0,0,3.0,42.66791666666666,0.11904761904761904,,,0,,0
6DUKE3JM2RVY,P1,55,3.6906228610540723,1,0,0,,,,,,0,,0
0CLKASP6CZVJ,P1,53,1.946611909650924,1,0,0,7.222222222222222,14.575384615384616,-0.39999999999999997,,,0,,0
30JW8NLBP5JS,P1,68,18.924024640657084,1,0,0,,,,,,0,,0
SQ3XY9REZZ55,P1,61,3.676933607118412,2,0,0,,,,,,0,,0
JHNK1785P25F,P1,78,19.33744010951403,6,0,0,8.88888888888889,136.98525,-0.9833333333333332,3636.7046666666665,-1223.5707499999999,0,,0
Z6EIDCHTRD0H,P1,60,26.77344284736482,2,0,1,2.111111111111111,27.623157894736845,-0.016666666666666666,39.74595238095238,-7.484166666666666,0,,0
H5473UN2G4N2,P1,76,9.286789869952088,2,0,1,2.7777777777777777,68.4272,0.11666666666666664,110.27585365853659,0.8983333333333349,0,,0
HIPS93EOVSUG,P1,39,29.697467488021903,3,0,0,,,,0.060000000000000005,0.0,0,,0
IDZ9BI21GXX1,P1,54,7.318275154004107,1,0,0,1.5714285714285714,245.45454545454547,1.057355261547768e-17,,,0,,0
5F0R0EVVQIJ1,P1,43,18.704996577686515,6,0,0,5.777777777777778,31.456346153846155,-1.1666666666666667,59.18239436619718,-9.229083333333334,0,,0
V2S4IIERS9HW,P1,43,20.39151266255989,1,0,0,1.6666666666666667,260.0,-0.01666666666666667,,,0,,0
OCL4OEG2XH9J,P1,72,28.210814510609172,2,0,0,1.6666666666666667,24.625999999999998,0.07894736842105263,,,0,,0
0E7XQQS28D89,P1,65,18.924024640657084,3,0,0,,,,,,0,,0
HVURJMEHKGZC,P1,71,9.390828199863108,2,0,1,2.375,275.28315789473686,-0.06157112526539278,1384.9265625,9.474916666666665,0,,0
V1HH36SWGE1X,P1,75,14.124572210814511,1,0,0,3.0,372.6781481481481,-0.11666666666666667,127.70608695652173,27.84283333333333,0,,0
IXKJZPIPP3YO,P1,83,18.924024640657084,1,0,0,,,,,,0,,0
KJJOGHKLME74,P1,78,12.038329911019849,7,0,0,6.777777777777778,272.86819672131145,-0.06666666666666667,408.5197142857143,-17.433333333333334,0,,0
6NBMLTUP3Q9D,P1,68,16.55852156057495,6,0,0,10.88888888888889,30.016020408163268,-0.3,63.30166666666667,-0.3144999999999996,0,,0
ET8OP4U7798G,P1,69,29.013004791238878,2,0,1,4.0,219.62138888888887,-0.16666666666666666,512.4477272727273,100.88433333333334,0,,0
1KCON16W21F4,P1,65,18.357289527720738,4,0,1,7.888888888888889,129.89915492957746,0.3,154.56320512820514,1.6982499999999996,0,,0
G29ZBA7A5UZ3,P1,8,7.181382614647502,1,0,0,,,,2.39,0.0,0,,0
C26UZ1620C1P,P1,71,17.815195071868583,3,0,1,23.77777777777778,32.925046728971964,1.6333333333333333,439.20980392156866,-3.702999999999999,0,,0
QTW6OOSWNZDX,P1,53,18.924024640657084,1,0,0,1.0,10.0,0.0,,,0,,0
0QPXNYCXLYRS,P1,79,25.560574948665298,2,0,1,2.4444444444444446,176.71454545454546,-0.11666666666666667,254.7186842105263,-6.093500000000002,0,,0
AESLREMBT4NA,P1,80,21.17180013689254,1,0,0,,,,3.48,0.0,0,,0
5HR1OH7Y1ZH9,P1,74,15.906913073237508,1,0,0,,,,,,0,,0
QX1MANVH3RQI,P1,74,11.474332648870636,1,0,0,,,,,,0,,0
HB38537PQVGT,P1,91,26.546201232032853,2,0,0,2.2222222222222223,313.06,0.05,291.4420588235294,9.550833333333328,0,,0
I770LJNUU7FK,P1,84,25.3305954825462,9,1,1,9.555555555555555,25.745348837209303,1.2833333333333328,2.1432432432432433,16.159499999999998,1,3.0,0
EWGF9XJTU6BL,P1,90,22.190280629705683,3,0,0,2.0,564.5711111111111,0.0,68392.43392857142,1283.9529166666675,0,,0
P3CH6SO8BURW,P1,58,18.924024640657084,1,0,0,1.6666666666666667,171.866,-0.21153846153846154,,,0,,0
J3F4MFLULRJB,P1,53,9.136208076659821,8,1,1,25.555555555555557,91.55678260869564,1.2166666666666666,6395.111680672269,16.23874999999992,0,,0
K066JFQZ98Q9,P1,56,23.052703627652292,7,0,1,45.55555555555556,90.86231707317074,-4.333333333333333,941.564764890282,-63.352000000000004,1,1.0,0
8CSCQVDISWNB,P1,63,27.134839151266256,1,0,0,,,,,,0,,0
8NGSQQ4U9HAP,P1,60,4.438056125941136,1,0,0,,,,,,0,,0
7OJCXLC4Y73E,P1,32,16.59958932238193,8,0,0,1.0,1.33,0.0,10.558461538461538,0.28191666666666654,0,,0
89AURFG3YLK9,P1,18,1.4017796030116358,4,0,0,5.25,547.0919047619047,0.21428571428571427,3740.471666666667,622.6983333333334,0,,0
UCRNWDKH4ZYZ,P1,61,18.924024640657084,1,0,0,,,,,,0,,0
V8LT1EOHABUF,P1,58,12.24914442162902,2,0,0,,,,,,0,,0
CMP0VZQB98E7,P1,73,15.822039698836413,6,1,1,10.222222222222221,104.60195652173913,-0.48333333333333334,394.92831858407084,81.72041666666668,0,,0
0E8O3YA2REEA,P1,82,18.924024640657084,1,0,0,,,,,,0,,0
4WQVS9SEPPMV,P1,62,18.924024640657084,1,0,0,,,,,,0,,0
