IDENTIFIKATOR_KLIJENTA,DOB,TENURE_YEARS_REF,n_products,has_kredit,PRIMA_PLACU,avg_txn_per_month,avg_txn_amount,avg_balance,balance_trend,has_contact,CHURNED
K74PU21TZVNF,79,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
K7B8JWPIR77L,32,16.465434633812457,1,0,0,3.875,131.74161290322579,0.0,0.0,0,0
K823RG79ZBHL,25,21.52498288843258,7,0,1,35.0,620.1557499999999,2033.1964047151278,97.83872794117646,1,0
K82X6Y97XGZ8,49,16.618754277891856,2,0,0,3.0,107.50916666666666,0.0,0.0,0,0
K881KR4NS6V2,88,26.102669404517453,2,0,1,3.125,262.3478,662.7822666666666,18.054970588235296,0,0
K88CSBW51OT7,55,19.42505133470226,1,0,0,4.5625,47.29383561643835,0.0,0.0,0,0
K8FRYK7C675L,42,1.7631759069130732,2,0,0,3.0,14325.169999999998,20178.84351351351,139.96716176470576,0,1
K8JXA49F933B,63,19.408624229979466,2,0,1,1.8125,20.557241379310344,88.62647058823529,-5.9599779411764695,0,0
K8KHZNA132S6,66,0.17796030116358658,1,0,0,2.0,10.12,0.0,0.0,1,0
K8LCZORI4WXT,50,20.71731690622861,1,0,0,0.0,0.0,0.0,0.0,0,0
K8ML36WY36P1,61,24.262833675564682,1,0,0,2.0625,251.06848484848484,0.0,0.0,0,0
K8P7R9NAWDGZ,63,19.42505133470226,1,0,0,1.875,73.66666666666667,0.0,0.0,0,0
K902X3VK12IJ,57,13.782340862422998,1,0,0,19.3125,18.392880258899677,0.0,0.0,0,0
K94ERNMCS8B5,14,9.83709787816564,1,0,0,0.0,0.0,14.815882352941177,0.0009044117647058591,0,0
K9ISAQI03R6L,43,13.604380561259411,1,0,0,1.0,150.0,0.0,0.0,0,0
K9M6WPBXIL5F,17,10.105407255304586,1,0,0,0.0,0.0,1312.2205882352941,0.11847794117646565,0,1
K9RIM9W9NR5I,53,1.3990417522245038,1,0,0,0.0,0.0,0.0,0.0,0,0
KA6GBD10HF28,48,3.370294318959617,1,0,0,4.0,250.0,0.0,0.0,0,0
KAAKVE2UWCBU,76,29.43463381245722,5,0,1,27.6875,58.52683972911964,2089.240053763441,163.82629411764705,1,0
KAK8R6ZY32IJ,45,13.760438056125942,1,0,0,1.0,7441.34,1011.4877272727273,-27.346529411764706,0,0
KAK8VMX6E9DX,42,10.562628336755647,1,0,0,0.0,0.0,0.0,0.0,0,0
KANTR38TOSNA,65,24.862422997946613,4,0,1,2.8125,129.72933333333333,7084.8812727272725,338.77113235294115,0,0
KBL31LOU0BWG,61,28.366872005475702,1,0,0,0.0,0.0,0.0,0.0,0,0
KBNLPQN0P0FP,72,5.73305954825462,1,0,0,2.7142857142857144,24.093684210526316,0.0,0.0,0,0
KBR2RRGDKHVO,88,11.816563997262149,1,0,0,1.5,63.17666666666667,0.0,0.0,0,0
KBUITVRT5AA1,71,25.87542778918549,7,0,1,35.9375,30.256486956521737,9730.471166306696,12.628242647058837,1,0
KBVYHZ7V1NTM,29,19.227926078028748,2,0,0,1.4545454545454546,3.7275,189.6865,-4.583455882352941,0,0
KC6D8ZWWIQ0C,42,13.1088295687885,2,0,0,0.0,0.0,0.0,0.0,1,0
KCEZX0V8R9O5,81,11.731690622861054,5,0,1,2.4375,166.13179487179488,4926.174242424242,170.37253676470587,0,0
KCPQ59TRTPCR,77,9.787816563997263,2,0,1,4.5,139.40208333333334,9076.143714285714,175.39411764705883,0,0
KCRP9ZQDQBO3,78,17.5523613963039,2,0,0,1.2,1.3083333333333333,17988.991707317073,-1.739670329670312,0,0
KCVINHMIRZRM,72,19.42505133470226,1,0,0,17.333333333333332,21.883653846153848,0.0,0.0,0,0
KCZL3DMIZF90,90,10.121834360027378,2,0,0,6.375,154.42303921568626,290.3933333333333,2.1287500000000006,0,0
KDAO1AFAHJRQ,52,26.001368925393567,5,0,1,25.8125,100.23605326876513,453.78463917525767,36.06631617647059,0,0
KDB4EF5VZTU5,66,7.832991101984942,1,0,0,2.5833333333333335,85.37838709677419,0.0,0.0,0,0
KDL3OXIVOZHE,55,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
KDL4BVVV8T2C,44,19.42505133470226,1,0,0,43.5,40.42711206896552,0.0,0.0,0,0
KDO9HWNJFQBS,73,6.176591375770021,1,0,0,0.0,0.0,0.0,0.0,0,0
KDPP6SKXLRG2,83,29.21013004791239,8,0,1,16.5,55.10348484848485,76.11525125628141,5.177375,0,0
KDQTDNNAAABJ,54,7.857631759069131,1,0,0,0.0,0.0,0.0,0.0,0,0
KE2O4W0ACUPS,91,29.516769336071185,2,0,0,5.0,164.88150000000002,352.3880991735537,6.22793382352941,0,0
KE4673PRQM4L,63,19.42505133470226,1,0,0,36.666666666666664,8.227363636363636,0.0,0.0,0,0
KE8M4RIUNNHL,49,6.6036960985626285,1,0,0,2.0,300.0,0.0,0.0,0,0
KEL4RG4GH0O7,73,2.5626283367556466,1,0,0,0.0,0.0,0.0,0.0,1,0
KEW1Y73UVUCD,82,18.496919917864478,3,0,0,3.6875,7987.72186440678,9981.816373626374,688.077875,0,0
KF8YTJ4MA0CI,78,25.659137577002053,2,0,1,25.375,24.84192118226601,330.3274623115578,13.106845588235295,0,0
KF93B3UCC0FI,85,19.42505133470226,1,0,0,2.4166666666666665,317.2413793103448,0.0,0.0,0,0
KFDIKXLP363G,70,16.303901437371664,1,0,0,1.4,3473.0214285714287,3274.0275675675675,363.4635955882353,0,1
KFS9SI8B92PH,74,5.103353867214237,8,0,1,7.8,304.15008547008546,3020.3876,549.4030367647059,0,0
KFTS9IWG61RD,86,29.34428473648186,3,0,1,1.7333333333333334,234.46461538461537,4184.242307692308,115.65036764705884,0,0
KG1M6206IURU,83,29.516769336071185,3,0,1,5.5,220.46852272727273,525.5526666666667,4.010720588235292,1,0
KG2HAUI51KMT,68,6.439425051334703,1,0,0,1.0,30.08,0.0,0.0,0,0
KGC926CPJ6AM,10,9.853524982888432,1,0,0,1.0,1.93,3252.292222222222,10.762323529411756,0,0
KGDTME27A80Y,75,27.247091033538673,8,0,1,6.0625,404.50608247422684,6750.910368852458,-250.3409485294118,1,0
KGNHF20BVR7E,49,4.216290212183436,6,1,0,8.875,49.9662676056338,-6070.168627450981,4.128036764705883,1,0
KGNKJY65HGDV,86,25.590691307323752,2,0,0,2.75,560.7131818181819,24144.220975609758,57.532470588235384,0,0
KGTGRDAKPWXG,65,26.184804928131417,5,0,1,7.0,144.51116071428572,3521.298791208791,21.178919117647066,0,0
KGUCZ2WUMBVE,71,11.477070499657769,3,1,0,2.3125,27.670810810810814,-84.86914285714286,27.102992647058823,1,0
KGXEF31GR5O3,72,7.920602327173169,1,0,0,0.0,0.0,0.0,0.0,0,0
KGYYNZI566G8,60,19.42505133470226,1,0,0,1.125,368.4888888888889,0.0,0.0,0,0
KH2WF81ANXAB,54,16.648870636550306,4,0,1,30.1875,121.29770186335404,24023.021508379887,-1709.954970588235,1,0
KHJ6LRWTV41A,52,19.42505133470226,2,0,0,1.3636363636363635,233.33333333333334,0.0,0.0,0,0
KHMDNE8YVVD2,53,10.480492813141684,1,0,0,0.0,0.0,0.0,0.0,0,0
KHWE1TP3R808,67,5.842573579739904,2,0,0,0.0,0.0,0.0,0.0,0,0
KHX2Y8Z6ZTDK,47,2.088980150581793,1,0,0,0.0,0.0,0.0,0.0,0,0
KHXDTQ88N86V,86,13.489390828199863,8,0,0,19.8125,74.61135646687697,305.65000000000003,-7.920830882352941,1,0
KID4TLOJJ5VM,67,27.887748117727583,3,0,0,4.75,3447.281184210526,10553.009126213592,-789.3753088235295,0,0
KIKY7VQEWMWT,63,17.519507186858316,4,0,1,2.0625,174.81181818181818,7480.130486725664,207.40399264705886,0,0
KISTHBCXTJYE,53,25.894592744695416,5,0,1,4.375,274.3692857142857,-226.89387499999998,30.54369117647059,0,0
KIY6P238LV5D,68,7.994524298425736,1,0,0,4.6875,90.57186666666666,0.0,0.0,1,0
KJ4A4J46WAZ2,42,8.588637919233403,1,0,0,0.0,0.0,0.0,0.0,0,0
KJ9PKQ3OS1LE,51,9.683778234086242,6,1,1,13.0,346.5733173076923,3541.2803361344536,776.6182352941177,0,0
KJED25EMFTPR,68,9.722108145106091,4,0,1,4.133333333333334,247.76645161290324,4447.701914893617,-423.78941176470596,0,0
KJFZ4JS16NEB,40,4.202600958247776,1,0,0,0.0,0.0,0.0,0.0,0,0
KJGZPX90E1BA,83,25.782340862423,4,0,1,5.6875,143.1614285714286,715.1975949367089,-41.61990441176471,0,0
KJJ1RYAETH27,49,1.5359342915811087,1,0,0,10.0,55.46471428571428,0.0,0.0,0,0
KJJOGHKLME74,78,12.539356605065024,7,0,0,6.5,279.20903846153846,393.4820325203252,-19.25905882352941,0,0
KJKUK2KNWXJY,60,0.15058179329226556,1,0,0,0.0,0.0,0.0,0.0,0,0
KJLJ5E6CK4M0,68,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
KJPCKITKGC1N,57,18.628336755646817,1,0,0,1.3571428571428572,354.7368421052632,0.0,0.0,0,0
KJZ52KEQYHDN,46,23.72621492128679,1,0,0,0.0,0.0,0.0,0.0,1,0
KK4CI7VZMR6E,50,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
KK89JFNY8KN7,63,15.36208076659822,1,0,0,0.0,0.0,0.0,0.0,0,0
KKPX9CZN4YSW,88,4.958247775496235,2,0,0,1.9285714285714286,252.76518518518517,322.1158823529412,-26.51013970588235,0,1
KKUXTWR1K0KA,77,29.26488706365503,1,0,1,1.875,338.914,359.34076923076924,-6.070316176470587,0,0
KKX0K0Y2VIIZ,76,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
KL1GSVGIY2LD,50,19.42505133470226,1,0,0,1.9090909090909092,86.97904761904762,0.0,0.0,0,0
KL282KQKZH83,82,29.26488706365503,2,0,1,10.4375,236.1216766467066,14558.296081632654,48.71977941176469,0,0
KL6DFLQI06TQ,78,45.190965092402465,3,0,1,2.9285714285714284,1927.9856097560973,7002.526279069768,861.9204558823532,0,0
KL912TPNO8RQ,61,19.42505133470226,1,0,0,5.5,117.43977272727274,0.0,0.0,0,0
KL9XCQFW23MS,75,19.42505133470226,1,0,0,3.5384615384615383,112.97260869565217,0.0,0.0,0,0
KLA4EE165S7S,49,0.15879534565366188,1,0,0,1.0,10.0,0.0,0.0,0,0
KLJO2XYNU7D3,20,10.023271731690622,1,0,0,0.0,0.0,154.56588235294117,0.0009044117647050598,0,0
KLKUWRB7STLG,46,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
KLN3E6GX8P8P,62,6.655715263518139,1,0,0,1.6666666666666667,1.0150000000000001,-21.0821875,-2.031294117647059,0,1
KLV5O418PYRT,78,18.921286789869953,1,0,1,2.2666666666666666,336.2170588235294,3914.5419298245615,5.31052205882352,0,0
KLVYAJ74X1C9,32,2.2532511978097194,1,0,0,5.466666666666667,17.022682926829265,0.0,0.0,0,0
KM0ZPSXM1RBO,67,28.758384668035593,2,0,1,13.6875,36.43662100456621,341.5343693693694,-16.252154411764707,0,0
KMGD7FF9WV0S,63,1.4811772758384667,1,0,0,1.3846153846153846,79.83,0.0,0.0,1,0
KMPDFBO3OM6K,53,19.42505133470226,1,0,0,17.384615384615383,5.510398230088495,0.0,0.0,0,0
KMRNRIOLKORZ,75,29.34428473648186,2,0,1,3.0,169.24333333333334,10075.163448275862,23.371404411764665,1,0
KMTJLSEFX7M7,57,25.99041752224504,1,0,0,0.0,0.0,0.06,0.0,0,0
KMTXI7X1WSQH,59,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
KMU9VK64XL23,57,19.42505133470226,1,0,0,5.666666666666667,187.8558823529412,0.0,0.0,0,0
KMXA38VVSSK6,57,18.34360027378508,5,0,0,7.9375,312.4073228346457,4531.535925925926,-325.647375,1,0
KNH4ICJTJA3B,48,28.971937029431896,4,1,1,20.4375,308.93174311926606,7342.88485013624,52.28476470588235,0,0
KNR2K3UGWBFI,49,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
KNUW3RM2ROXD,17,8.199863107460644,1,0,0,1.25,42.303,3799.18,69.38207352941176,0,0
KOCUXEVPS5PB,67,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,1,1
KODE6TCYQXDD,12,10.075290896646132,1,0,0,1.0625,25.198235294117648,3915.813333333333,26.827029411764713,0,0
KOI23X3ZMACQ,50,1.3497604380561259,2,0,0,2.6,6.218205128205128,-9.31982456140351,-0.12778676470588232,1,0
KOSMYNV6QHXH,84,25.8507871321013,1,0,1,2.066666666666667,217.28516129032258,2328.4294545454545,-5.348360294117644,0,0
KOTQBF4E14X1,57,6.2121834360027375,3,0,0,2.5,235.6,0.0,0.0,0,0
KP4SJRFN5948,68,18.16563997262149,1,0,0,0.0,0.0,0.0,0.0,0,0
KP7S76YXBJU3,30,0.09856262833675565,1,0,0,0.0,0.0,0.0,0.0,0,0
KPN84OPJOF2S,48,23.750855578370977,2,0,0,1.0833333333333333,6.44923076923077,284.22352941176473,3.0897058823529426,0,0
KPOI1O7Y9Z1Y,71,10.140999315537304,2,0,1,2.0,41.644000000000005,377.07379999999995,-21.131198529411765,1,0
KPQ7RVN7J33Y,30,8.657084188911705,1,0,0,0.0,0.0,0.0,0.0,0,0
KPUODNF6ATUF,72,10.113620807665983,2,0,1,3.75,92.46633333333332,41.56969696969697,0.08708088235294113,0,0
KQ1LFS0F77RS,62,19.42505133470226,3,0,0,43.18181818181818,49.32046315789474,0.0,0.0,0,0
KQ30UZ3JEOGM,30,1.1827515400410678,2,0,0,1.4166666666666667,1.138235294117647,-14.229756097560974,-1.9571098901098904,1,0
KQEK4JQ3YZR2,82,26.00958247775496,2,0,1,1.9375,173.80483870967743,784.1174137931034,4.68190441176471,0,0
KQEOFKJR7U87,38,10.094455852156058,2,0,1,3.125,470.69519999999994,394.9552747252747,36.24361764705883,0,0
KQGUSOUH9CNV,44,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,1
KQMPBMXOAKNX,63,25.872689938398356,5,0,1,29.6875,63.47004210526316,6523.506084656085,-15.16533088235295,0,0
KQVV8AW46ZB8,35,10.091718001368925,3,0,1,23.3125,119.41546916890081,3577.7233101045294,107.19672058823525,1,0
KQYH6MXUEG0O,64,28.772073921971252,7,1,1,24.75,36.26633838383838,-170.9983379501385,1.8692647058823528,1,0
KR78L6JXD7BI,71,19.682409308692677,2,0,1,8.8125,231.0249645390071,9421.61868544601,-373.5872279411765,0,0
KR9MDK1JZEC8,55,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
KRBWRTOP6AUH,39,10.001368925393566,2,0,0,0.0,0.0,0.43,0.0,0,0
KRD7XLKOWPKE,91,26.069815195071868,2,0,1,1.9375,189.8409677419355,6364.664705882353,149.72691911764704,0,0
KRDGW5LZT9NL,53,2.431211498973306,1,0,0,0.0,0.0,0.0,0.0,1,0
KRFFJB2U98RR,69,19.42505133470226,1,0,0,1.0,300.0,0.0,0.0,0,0
KRMKZCL75JI3,83,28.93634496919918,12,0,1,6.0,216.71,5553.1012565445035,235.91508823529412,0,0
KROUO467S1EZ,76,29.149897330595483,4,0,0,11.875,81.88263157894737,473.5228744939271,-36.2915294117647,0,0
KRV7AA40HBA2,54,10.023271731690622,5,0,1,9.875,81.0359493670886,62.63513812154696,-0.039397058823529445,0,0
KSI084HOMYUK,50,12.799452429842573,4,0,0,1.5625,171.64,45.3778125,-3.3589264705882353,0,0
KSKXAWUJ0VU1,70,20.59958932238193,1,0,0,1.5,300.0,0.0,0.0,0,0
KSNZUGLVX12J,56,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
KSWM7QD25DRD,50,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
KSYCH6Z3R5TG,79,9.451060917180014,1,0,0,0.0,0.0,0.0,0.0,0,0
KSYSSHQQPEJN,63,1.995893223819302,2,0,0,2.1666666666666665,46175.694615384615,41230.568235294115,3742.7869852941176,0,0
KSYSX0XMKXOG,54,3.9616700889801506,1,0,0,0.0,0.0,0.0,0.0,0,0
KT21YPQI8IU5,43,30.82546201232033,1,0,0,1.7142857142857142,343.9241666666667,0.0,0.0,0,0
KT4YUUQ3PWWK,75,19.42505133470226,1,0,0,2.3,217.65217391304347,0.0,0.0,0,0
KTFCGCKTIK18,52,9.470225872689939,1,0,0,0.0,0.0,0.0,0.0,0,0
KTG157DDA5DM,75,13.527720739219713,1,0,0,9.0,11613.874444444444,17142.85714285714,-1904.7619047619048,1,0
KTIFCVWKTDV1,71,19.42505133470226,1,0,0,3.75,110.7715,0.0,0.0,0,0
KTKUW5A2HPI3,51,17.059548254620122,1,0,0,2.125,323.68882352941176,0.0,0.0,0,0
KU6XH6POW1WB,32,2.1656399726214923,1,0,0,6.4375,21.98990291262136,0.0,0.0,0,0
KU7TFF6FB7HR,79,16.366872005475702,2,0,1,2.6875,52.15790697674419,2583.2590410958906,-3.7116249999999837,0,0
KUAE8YJBO1OP,66,22.198494182067076,8,0,1,16.5,956.1111742424242,1533.5072701149427,10.388330882352943,1,0
KUCXL6JV6OH7,55,19.42505133470226,1,0,0,6.75,134.35185185185185,0.0,0.0,0,0
KUDYQ23XIEFE,58,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
KUGU9KPFRZQS,91,19.312799452429843,1,0,0,1.0,0.01,654.8864,0.005492647058818534,0,1
KUNBTXE9LABR,31,0.6461327857631759,2,0,0,1.5,252.6783333333333,1501.6,-1.8771428571428552,0,0
KUR0IIIRN0OT,64,6.176591375770021,1,0,0,0.0,0.0,0.0,0.0,0,0
KUYF91JV4TW1,93,24.26009582477755,1,0,0,0.0,0.0,0.0,0.0,0,0
KV6ZDEA00JWE,73,15.671457905544148,2,0,0,1.6,135.28125,0.0,0.0,1,0
KV9305PWCIS9,40,8.624229979466119,1,0,0,0.0,0.0,0.0,0.0,0,0
KVDXAPI263JP,61,1.4784394250513346,1,0,0,0.0,0.0,0.0,0.0,0,0
KVF76TIZ4HEU,62,0.8432580424366872,2,0,0,3.0,13339.575333333334,9138.579696969697,-1519.4811363636363,1,1
KVM085LYXDSK,50,13.084188911704311,1,0,0,0.0,0.0,0.0,0.0,0,0
KW1G3ESVS41K,65,18.527036276522928,1,0,0,1.0,50.0,0.0,0.0,0,0
KW3YBCKGN2N9,49,6.272416153319644,1,0,0,1.5333333333333334,160.8695652173913,0.0,0.0,0,0
KW9ORKM5YX60,84,25.968514715947983,2,0,1,1.7142857142857142,332.8825,336.9280357142857,2.685816176470587,0,0
KWOOWLGPCGPE,71,20.10130047912389,8,1,1,5.5,278.3146590909091,326.6779259259259,176.5742205882353,0,0
KWOZ5Q8WZ90F,68,13.760438056125942,1,0,0,42.875,20.630845481049562,0.0,0.0,0,0
KWQDN55O19GV,18,16.40520191649555,1,0,0,1.0,151.26999999999998,10183.855555555556,-27.175764705882305,0,1
KX2WJYTQ84CZ,18,17.21013004791239,5,0,0,1.5384615384615385,120.295,143.13954545454547,1.3058161764705876,0,0
KXHYBMFM1US4,44,27.274469541409992,1,0,0,0.0,0.0,7.47,0.0,0,0
KXIBO9Z4OKN7,56,10.023271731690622,2,0,1,3.6875,169.85372881355931,102.60095238095238,0.514970588235294,0,0
KXJ414H4YF7F,54,19.42505133470226,1,0,0,6.125,101.29673469387755,0.0,0.0,0,0
KXKT75E5L9XO,40,9.932922655715263,6,0,1,17.875,110.89220279720278,10394.210869565217,-17.92946323529408,0,0
KXV9S8HUPUC4,69,27.252566735112936,1,0,0,2.4285714285714284,9.60970588235294,0.0,0.0,1,0
KXVCCRDII0U8,25,4.594113620807666,2,0,0,1.0,2123.595,-3428.424,2184.8500000000004,0,0
KXWWX33YYSGE,90,25.284052019164957,3,0,0,13.5,514.1652777777778,1628.6930735930734,-6.623911764705882,0,0
KY5Q2031J659,54,19.42505133470226,2,0,0,1.0,4.6,0.0,0.0,0,0
KY8Q460YPYNI,87,29.516769336071185,8,0,1,5.9375,87.70947368421052,1573.723652392947,60.68120588235294,0,0
KYFMXFPW1HWE,41,19.42505133470226,1,0,0,5.0625,51.4458024691358,0.0,0.0,0,0
KYKEI7ZZRZ83,59,24.862422997946613,1,0,0,1.25,0.6566666666666666,4722.968125,-1.8502205882353029,0,0
KYRLDLWE9EB9,88,27.096509240246405,3,0,0,7.75,338.1922580645161,16029.088684210526,559.7977794117646,0,0
KYSNHAOGK8Z1,53,19.42505133470226,2,0,0,0.0,0.0,0.0,0.0,0,0
KYT0RIF3RHTK,28,10.297056810403832,1,0,0,0.0,0.0,0.0,0.0,0,1
KYTFJ4X0U6ZM,73,5.842573579739904,1,0,0,4.0,25.54416666666667,0.0,0.0,0,0
KZ0MQ00H90HT,46,7.449691991786447,3,0,0,2.25,1031.8555555555556,8369.837288135594,-307.43159558823527,0,0
KZ1G1W2TE470,64,18.94592744695414,13,1,1,60.0625,74.75648283038501,-584.892934648582,-440.55786029411763,0,0
KZ52IDZ5Z8K5,82,19.42505133470226,2,0,0,5.466666666666667,34.703048780487805,0.0,0.0,0,0
KZUV0AOZ3TT4,83,25.908281998631075,1,0,0,19.076923076923077,27.08068548387097,0.0,0.0,1,0
KZYTQ5EM8AOM,63,1.4729637234770705,1,0,0,0.0,0.0,0.0,0.0,1,0
L00I2TI13PGS,62,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
L00RC468UIY7,52,2.4175222450376452,1,0,0,2.4166666666666665,175.4351724137931,0.0,0.0,0,0
L01GBATZMGEJ,90,29.752224503764545,2,0,1,5.5625,210.3208988764045,82.50193548387097,29.333338235294114,0,1
L02HWOXJVTAS,61,10.844626967830253,1,0,0,10.0625,63.997888198757764,0.0,0.0,0,0
L05YZ481TUD0,77,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
L09A3M1W0R76,83,19.42505133470226,2,0,0,11.4,98.79263157894738,0.0,0.0,0,0
L09OG7FL56SF,68,26.49965776865161,6,0,1,18.4375,54.75935593220339,1640.4879295154185,175.55913235294116,1,0
L0C5D7OEYBVC,68,19.42505133470226,1,0,0,5.75,36.28978260869565,0.0,0.0,0,0
L0E36EKQAA33,87,9.738535249828884,2,0,1,1.8,292.4340740740741,1671.8832142857143,42.07794852941178,1,0
L0MD01L3PQWZ,62,26.184804928131417,2,0,1,4.75,261.02447368421053,3862.956972477064,156.12422794117649,1,0
L0OM8AHI1S9K,62,19.42505133470226,1,0,0,13.666666666666666,34.71073170731707,0.0,0.0,1,0
L1APRJADGN4U,10,9.672826830937714,1,0,0,1.0,26.54,3288.6806060606064,26.76866176470588,0,0
L1FGMK2OKA8N,69,12.271047227926077,1,0,0,7.0,48.0175,0.0,0.0,0,0
L1KVAEAV1UL2,27,10.001368925393566,3,0,1,29.625,129.61415611814346,886.204748603352,27.204058823529408,1,0
L1N4K4HIXWV2,60,25.872689938398356,2,0,0,15.375,18.714065040650407,9293.868098360655,-173.34866911764703,0,0
L1ORISFSLSJI,52,6.535249828884326,1,0,0,0.0,0.0,0.0,0.0,0,0
L1UJD7NJFV96,86,6.395619438740589,2,0,1,2.0833333333333335,130.384,572.3214285714286,-0.8971102941176495,0,0
L205E4PPHXNO,72,8.61054072553046,5,0,0,2.5,123.45,0.0,0.0,0,0
L2FIMEU913HM,45,2.31895961670089,1,0,0,0.0,0.0,0.0,0.0,0,0
L2PYQI9X7BS8,58,9.927446954140999,7,1,1,14.375,58.51165217391304,-206.07132352941176,5.581808823529412,0,0
L2YIMOSTYQBO,78,19.42505133470226,1,0,0,5.0625,170.2916049382716,0.0,0.0,1,0
L30G1EIP7VLD,59,1.8234086242299794,1,0,0,0.0,0.0,0.0,0.0,0,0
L394XCBSNZXA,46,13.070499657768652,8,1,1,24.25,78.2961855670103,-421.9587388987566,-0.7379338235294125,1,0
L3D5W9N3SNOE,72,28.76933607118412,2,0,1,2.3333333333333335,59.34171428571429,28.03846153846154,0.44570588235294123,0,0
L40Y6J6JQYJK,95,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
L44EZQ4NQWO4,45,15.718001368925394,5,0,1,26.6875,353.01035128805626,1420.3079179810725,-24.508470588235298,0,0
L4FUZ33UGLY6,80,25.930184804928132,2,0,1,1.8,432.27074074074073,474.5382,-27.727926470588233,1,0
L4HAVVYN1QC9,50,24.45722108145106,9,1,1,53.1875,38.149036427732085,-1068.4129726775957,-34.106617647058826,0,0
L4P2HFH1BGI5,54,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
L4P508EI821A,54,19.811088295687885,2,0,0,56.25,27.2241,0.0,0.0,0,0
L4PKL8SIWCT4,63,26.926762491444215,2,0,1,10.875,109.84597701149426,1378.690170212766,-20.437558823529404,0,0
L4Q8R122GTY7,74,13.396303901437372,5,0,1,2.0,128.731875,-113.1021875,-13.51222794117647,0,0
L4Y3D5XYJJN6,56,25.894592744695416,4,1,1,20.0,73.76209374999999,282.55276816608995,41.54120588235294,0,0
L4Z75ZVZ5Y67,68,19.72347707049966,2,0,1,2.4375,330.62615384615384,8924.15656862745,507.7120955882353,0,0
L5EPZBC9BJS7,47,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,1,0
L5LK47SQUPUW,70,25.872689938398356,3,0,1,5.0,4007.9283750000004,20873.251733333334,274.55766911764704,1,0
L5QDAFB5O57N,58,19.42505133470226,1,0,0,13.3125,28.903098591549295,0.0,0.0,0,1
L6UAJJX9QT1T,37,9.828884325804244,9,1,1,40.9375,61.57436641221374,-1770.6545229681979,-81.9785,1,0
L72KHJ5A4D5J,70,7.8028747433264884,3,1,0,1.0,150.94272727272727,-1135.7177083333333,150.97726470588233,0,1
L77PZ7B1TX2A,62,42.20123203285421,2,0,1,6.5,489.8802884615385,464.03398230088493,-12.239580882352943,0,0
L7ISJGCDV2Y5,73,0.38329911019849416,4,0,0,1.3333333333333333,1.43,-8.995454545454546,-3.8099999999999996,0,0
L7KRNX7ZWYC3,53,18.34633812457221,1,0,0,1.5454545454545454,231.33235294117648,0.0,0.0,1,0
L7WOOIRY2RUM,41,11.496235455167694,1,0,0,0.0,0.0,0.0,0.0,0,0
L8NH5MS46WMY,60,24.843258042436688,2,0,1,2.3333333333333335,103.47678571428571,717.5956,-1.2419926470588227,0,0
L8ROJGIFIX5Z,85,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
L8U6LKJ8YAQ2,60,1.379876796714579,1,0,0,4.333333333333333,125.65692307692308,0.0,0.0,0,0
L99BHZ9M6L3B,71,27.274469541409992,4,0,1,1.9375,60.64483870967742,39.7030985915493,-1.0688897058823528,0,0
L9HM0LKKI5V8,32,2.2532511978097194,1,0,0,0.0,0.0,0.0,0.0,0,0
L9JH0ART7HZ5,59,16.060232717316907,2,0,0,1.8461538461538463,1000.9125,12748.888775510204,-170.67460294117643,1,0
L9K87WVGDV26,18,2.746064339493498,2,0,0,4.666666666666667,19.083928571428572,157.0059405940594,-7.593529411764703,0,0
L9LJSTGCV1OP,74,8.208076659822039,1,0,0,0.0,0.0,0.0,0.0,0,0
L9PVM45FVECY,66,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,1
L9SP84VYBMGN,82,28.84873374401095,2,0,1,34.9375,32.323881932021465,82.64327543424317,4.898889705882353,0,0
LA82XV20YPVR,55,25.34154688569473,3,0,0,0.0,0.0,0.04,0.0,0,0
LAHIIU4EXSEQ,59,15.94798083504449,2,0,1,1.625,24.397307692307695,201.35622641509437,15.34858823529412,0,0
LAMVD7WE32VM,53,29.661875427789184,1,0,0,2.5,126.0,0.0,0.0,0,1
LAPF6YFLYVHM,74,20.5968514715948,5,0,1,18.4375,25.682033898305082,897.2142424242425,49.03191911764705,0,0
